"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"Bones Saison 11 FRENCH HDTV";"23";"15";"11.92GB";"01/12/2019";"Séries";"VF";"Temperance Brennan est une anthropologue hautement qualifiée qui travaille à l'Institut Jeffersonian. En examinant les squelettes de personnes décédées, elle est capable d'en reconstituer la vie et les circonstances de la mort. De telles capacités n'échappent pas au FBI qui fait appel à ses services dans le cadre d'affaires criminelles lorsque les méthodes traditionnelles d'identification des corps ne donnent rien. Temperance travaille en collaboration avec l'agent spécial Seeley Booth, ancien sniper de l'armée qui se méfie de la science et des scientifiques."
"Bones Saison 10 FRENCH HDTV";"31";"23";"11.82GB";"01/12/2019";"Séries";"VF";"Temperance Brennan est une anthropologue hautement qualifiée qui travaille à l'Institut Jeffersonian. En examinant les squelettes de personnes décédées, elle est capable d'en reconstituer la vie et les circonstances de la mort. De telles capacités n'échappent pas au FBI qui fait appel à ses services dans le cadre d'affaires criminelles lorsque les méthodes traditionnelles d'identification des corps ne donnent rien. Temperance travaille en collaboration avec l'agent spécial Seeley Booth, ancien sniper de l'armée qui se méfie de la science et des scientifiques."
"Bones Saison 9 FRENCH HDTV";"26";"26";"12.91GB";"01/12/2019";"Séries";"VF";"Temperance Brennan est une anthropologue hautement qualifiée qui travaille à l'Institut Jeffersonian. En examinant les squelettes de personnes décédées, elle est capable d'en reconstituer la vie et les circonstances de la mort. De telles capacités n'échappent pas au FBI qui fait appel à ses services dans le cadre d'affaires criminelles lorsque les méthodes traditionnelles d'identification des corps ne donnent rien. Temperance travaille en collaboration avec l'agent spécial Seeley Booth, ancien sniper de l'armée qui se méfie de la science et des scientifiques."
"Bones Saison 8 FRENCH HDTV";"17";"17";"12.89GB";"01/12/2019";"Séries";"VF";"Temperance Brennan est une anthropologue hautement qualifiée qui travaille à l'Institut Jeffersonian. En examinant les squelettes de personnes décédées, elle est capable d'en reconstituer la vie et les circonstances de la mort. De telles capacités n'échappent pas au FBI qui fait appel à ses services dans le cadre d'affaires criminelles lorsque les méthodes traditionnelles d'identification des corps ne donnent rien. Temperance travaille en collaboration avec l'agent spécial Seeley Booth, ancien sniper de l'armée qui se méfie de la science et des scientifiques."
"Bones Saison 7 FRENCH HDTV";"18";"23";"7.02GB";"01/12/2019";"Séries";"VF";"Temperance Brennan est une anthropologue hautement qualifiée qui travaille à l'Institut Jeffersonian. En examinant les squelettes de personnes décédées, elle est capable d'en reconstituer la vie et les circonstances de la mort. De telles capacités n'échappent pas au FBI qui fait appel à ses services dans le cadre d'affaires criminelles lorsque les méthodes traditionnelles d'identification des corps ne donnent rien. Temperance travaille en collaboration avec l'agent spécial Seeley Booth, ancien sniper de l'armée qui se méfie de la science et des scientifiques."
"Bones Saison 6 FRENCH HDTV";"26";"31";"12.42GB";"01/12/2019";"Séries";"VF";"Temperance Brennan est une anthropologue hautement qualifiée qui travaille à l'Institut Jeffersonian. En examinant les squelettes de personnes décédées, elle est capable d'en reconstituer la vie et les circonstances de la mort. De telles capacités n'échappent pas au FBI qui fait appel à ses services dans le cadre d'affaires criminelles lorsque les méthodes traditionnelles d'identification des corps ne donnent rien. Temperance travaille en collaboration avec l'agent spécial Seeley Booth, ancien sniper de l'armée qui se méfie de la science et des scientifiques."
"Bones Saison 5 FRENCH HDTV";"17";"29";"11.9GB";"01/12/2019";"Séries";"VF";"Temperance Brennan est une anthropologue hautement qualifiée qui travaille à l'Institut Jeffersonian. En examinant les squelettes de personnes décédées, elle est capable d'en reconstituer la vie et les circonstances de la mort. De telles capacités n'échappent pas au FBI qui fait appel à ses services dans le cadre d'affaires criminelles lorsque les méthodes traditionnelles d'identification des corps ne donnent rien. Temperance travaille en collaboration avec l'agent spécial Seeley Booth, ancien sniper de l'armée qui se méfie de la science et des scientifiques."
"Bones Saison 4 FRENCH HDTV";"30";"28";"14.17GB";"01/12/2019";"Séries";"VF";"Temperance Brennan est une anthropologue hautement qualifiée qui travaille à l'Institut Jeffersonian. En examinant les squelettes de personnes décédées, elle est capable d'en reconstituer la vie et les circonstances de la mort. De telles capacités n'échappent pas au FBI qui fait appel à ses services dans le cadre d'affaires criminelles lorsque les méthodes traditionnelles d'identification des corps ne donnent rien. Temperance travaille en collaboration avec l'agent spécial Seeley Booth, ancien sniper de l'armée qui se méfie de la science et des scientifiques."
"Bones Saison 3 FRENCH HDTV";"33";"21";"8.12GB";"01/12/2019";"Séries";"VF";"Temperance Brennan est une anthropologue hautement qualifiée qui travaille à l'Institut Jeffersonian. En examinant les squelettes de personnes décédées, elle est capable d'en reconstituer la vie et les circonstances de la mort. De telles capacités n'échappent pas au FBI qui fait appel à ses services dans le cadre d'affaires criminelles lorsque les méthodes traditionnelles d'identification des corps ne donnent rien. Temperance travaille en collaboration avec l'agent spécial Seeley Booth, ancien sniper de l'armée qui se méfie de la science et des scientifiques."
"Bones Saison 2 FRENCH HDTV";"36";"35";"11.37GB";"01/12/2019";"Séries";"VF";"Temperance Brennan est une anthropologue hautement qualifiée qui travaille à l'Institut Jeffersonian. En examinant les squelettes de personnes décédées, elle est capable d'en reconstituer la vie et les circonstances de la mort. De telles capacités n'échappent pas au FBI qui fait appel à ses services dans le cadre d'affaires criminelles lorsque les méthodes traditionnelles d'identification des corps ne donnent rien. Temperance travaille en collaboration avec l'agent spécial Seeley Booth, ancien sniper de l'armée qui se méfie de la science et des scientifiques."
"Bones Saison 1 FRENCH HDTV";"36";"36";"11.96GB";"01/12/2019";"Séries";"VF";"Temperance Brennan est une anthropologue hautement qualifiée qui travaille à l'Institut Jeffersonian. En examinant les squelettes de personnes décédées, elle est capable d'en reconstituer la vie et les circonstances de la mort. De telles capacités n'échappent pas au FBI qui fait appel à ses services dans le cadre d'affaires criminelles lorsque les méthodes traditionnelles d'identification des corps ne donnent rien. Temperance travaille en collaboration avec l'agent spécial Seeley Booth, ancien sniper de l'armée qui se méfie de la science et des scientifiques."
"One Piece 912 VOSTFR HDTV";"175";"15";"368.87MB";"01/12/2019";"Séries";"VOSTFR";"One Piece 912 VOSTFR HDTV"
"Jack Ryan Saison 2 FRENCH HDTV";"291";"43";"2.68GB";"01/12/2019";"Séries";"VF";"Les aventures de Jack Ryan, un analyste prometteur de la CIA chargé pour la première fois d’une dangereuse mission sur le terrain."
"Jack Ryan Saison 1 FRENCH HDTV";"141";"31";"2.73GB";"01/12/2019";"Séries";"VF";"Les aventures de Jack Ryan, un analyste prometteur de la CIA chargé pour la première fois d’une dangereuse mission sur le terrain."
"Person Of Interest Saison 5 FRENCH HDTV";"53";"31";"4.41GB";"01/12/2019";"Séries";"VF";"Un agent paramilitaire de la CIA, présumé mort, est recruté par un millionnaire reclu pour travailler sur un projet top-secret : prévenir le crime avant qu'il ne se produise ! Un ingénieux programme élaboré par Finch identifie chaque jour des personnes qui vont être impliquées dans un crime. Victime ou coupable ' Reese va devoir mener l'enquête pour découvrir qui est en danger et empêcher qu'un nouveau meurtre soit commis..."
"Person Of Interest Saison 4 FRENCH HDTV";"40";"23";"7.53GB";"01/12/2019";"Séries";"VF";"Un agent paramilitaire de la CIA, présumé mort, est recruté par un millionnaire reclu pour travailler sur un projet top-secret : prévenir le crime avant qu'il ne se produise ! Un ingénieux programme élaboré par Finch identifie chaque jour des personnes qui vont être impliquées dans un crime. Victime ou coupable ' Reese va devoir mener l'enquête pour découvrir qui est en danger et empêcher qu'un nouveau meurtre soit commis..."
"Person Of Interest Saison 3 FRENCH HDTV";"64";"31";"7.52GB";"01/12/2019";"Séries";"VF";"Un agent paramilitaire de la CIA, présumé mort, est recruté par un millionnaire reclu pour travailler sur un projet top-secret : prévenir le crime avant qu'il ne se produise ! Un ingénieux programme élaboré par Finch identifie chaque jour des personnes qui vont être impliquées dans un crime. Victime ou coupable ' Reese va devoir mener l'enquête pour découvrir qui est en danger et empêcher qu'un nouveau meurtre soit commis..."
"Person Of Interest Saison 2 FRENCH HDTV";"58";"27";"7.52GB";"01/12/2019";"Séries";"VF";"Un agent paramilitaire de la CIA, présumé mort, est recruté par un millionnaire reclu pour travailler sur un projet top-secret : prévenir le crime avant qu'il ne se produise ! Un ingénieux programme élaboré par Finch identifie chaque jour des personnes qui vont être impliquées dans un crime. Victime ou coupable ' Reese va devoir mener l'enquête pour découvrir qui est en danger et empêcher qu'un nouveau meurtre soit commis..."
"Person Of Interest Saison 1 FRENCH HDTV";"35";"25";"7.82GB";"01/12/2019";"Séries";"VF";"Un agent paramilitaire de la CIA, présumé mort, est recruté par un millionnaire reclu pour travailler sur un projet top-secret : prévenir le crime avant qu'il ne se produise ! Un ingénieux programme élaboré par Finch identifie chaque jour des personnes qui vont être impliquées dans un crime. Victime ou coupable ' Reese va devoir mener l'enquête pour découvrir qui est en danger et empêcher qu'un nouveau meurtre soit commis..."
"Dr Harrow S02E08 FRENCH HDTV";"25";"0";"350.65MB";"30/11/2019";"Séries";"VF";"Le docteur Daniel Harrow, pathologiste, voit sa vie de famille, sa brillante carrière et sa vie menacés, et doit rassembler toutes ses forces pour taire un crime plutôt que de le résoudre."
"Dr Harrow S02E07 FRENCH HDTV";"35";"1";"350.85MB";"30/11/2019";"Séries";"VF";"Le docteur Daniel Harrow, pathologiste, voit sa vie de famille, sa brillante carrière et sa vie menacés, et doit rassembler toutes ses forces pour taire un crime plutôt que de le résoudre."
"Castle Rock S02E04 VOSTFR HDTV";"45";"1";"377.06MB";"30/11/2019";"Séries";"VOSTFR";NA
"Castle Rock S02E03 VOSTFR HDTV";"38";"2";"367.81MB";"30/11/2019";"Séries";"VOSTFR";NA
"Castle Rock S02E02 VOSTFR HDTV";"39";"1";"370.24MB";"30/11/2019";"Séries";"VOSTFR";NA
"Castle Rock S02E01 VOSTFR HDTV";"40";"0";"491.83MB";"30/11/2019";"Séries";"VOSTFR";NA
"Castle Rock Saison 1 FRENCH HDTV";"73";"2";"2.71GB";"30/11/2019";"Séries";"VF";NA
"Titans S02E13 FINAL VOSTFR HDTV";"102";"0";"350.53MB";"30/11/2019";"Séries";"VOSTFR";"Dick Grayson, alias Robin, sort de l’ombre pour devenir le chef de file d’un groupe de nouveaux héros constitué notamment de Starfire, Raven ou encore Hawk et Dove. Peu à peu, il s'affranchit de Batman pour devenir Nightwing...."
"Room 104 S03E12 FINAL FRENCH HDTV";"15";"0";"251.02MB";"30/11/2019";"Séries";"VF";"A chaque épisode, la série relate le récit en huis-clos de personnages séjournant dans la chambre 104 d'un hôtel. Les différentes histoires explorent divers registres, du thriller au surnaturel, en passant par la comédie."
"Room 104 S03E12 FINAL VOSTFR HDTV";"8";"0";"250.35MB";"30/11/2019";"Séries";"VOSTFR";"A chaque épisode, la série relate le récit en huis-clos de personnages séjournant dans la chambre 104 d'un hôtel. Les différentes histoires explorent divers registres, du thriller au surnaturel, en passant par la comédie."
"Chicago Fire S08E09 VOSTFR HDTV";"96";"0";"350.52MB";"30/11/2019";"Séries";"VOSTFR";"Aucun travail n'est plus stressant, dangereux ou grisant que celui des pompiers, des secouristes et des auxiliaires médicaux de Chicago. Ces hommes et femmes d'élite de la caserne 51 bravent le danger quand d'autres prennent la fuite. Avec la pression, les responsabilités et les égos surdimensionnés viennent les désaccords et les tensions au sein des membres de l'équipe. Et quand la tragédie frappe l'un d'eux, la culpabilité et les reproches fusent. Pourtant, le moment venu de passer à l'action, les dissensions sont laissées de côté pour céder la place à la solidarité. Bienvenue au cœur du quotidien des plus nobles des professions !"
"Van Helsing S04E04 FRENCH HDTV";"118";"8";"363.85MB";"29/11/2019";"Séries";"VF";"Vanessa \"Van\" Helsing, descendante du grand Abraham Van Helsing, est ressuscitée dans un monde post-apocalyptique ravagé par des vampires assoiffés de sang. S'entourant de plusieurs alliés durant son périple, la jeune femme devra mener une véritable résistance pour permettre à la race humaine d'avoir une chance de subsister."
"Fragile Saison 1 FRENCH HDTV";"83";"5";"1.64GB";"29/11/2019";"Séries";"VF";"Un accident de voiture fauche la vie de deux jeunes hommes. Que s’est-il passé pour que ces deux gars, qu’on n’a jamais vus ensemble, trouvent la mort dans le même véhicule? Quels secrets troublants cachent leurs familles qui n’ont rien en commun en apparence?"
"The Mandalorian S01E04 FRENCH HDTV";"1302";"46";"325.37MB";"29/11/2019";"Séries";"VF";"Après les aventures de Jango et Boba Fett, un nouveau guerrier émerge dans l'univers Star Wars. Le Mandalorien se déroule après la chute de l'Empire et juste avant l'émergence de Premier Ordre et raconte les voyages dans les contrées les plus éloignées de la Galaxie d'un tireur solitaire loin de l’autorité de la Nouvelle République. "
"The Purge / American Nightmare S02E07 FRENCH HDTV";"97";"4";"353.68MB";"29/11/2019";"Séries";"VF";"La population se prépare à la nuit cauchemardesque instituée par le gouvernement pour faire face à la criminalité. Durant une période de 12 heures, une fois par an, les citoyens peuvent se livrer à tous les crimes, même au meurtre, sans craindre une intervention de la police ou une quelconque poursuite. Bourreau ou victime ? Chacun doit faire son choix..."
"Killjoys S05E06 FRENCH HDTV";"34";"7";"320.56MB";"29/11/2019";"Séries";"VF";"Au coeur du Quad, un système planétaire lointain, une guerre des classes est sur le point de débuter. Trois chasseurs de primes intergalactiques tentent de rester impartiaux et risquent leurs vies pour capturer leur cible."
"Killjoys S05E05 FRENCH HDTV";"55";"0";"362.18MB";"29/11/2019";"Séries";"VF";"Au coeur du Quad, un système planétaire lointain, une guerre des classes est sur le point de débuter. Trois chasseurs de primes intergalactiques tentent de rester impartiaux et risquent leurs vies pour capturer leur cible."
"Animal Kingdom S04E06 FRENCH HDTV";"66";"6";"330.72MB";"29/11/2019";"Séries";"VF";"Josh dit \"J\" n'a que 17 ans lorsque sa mère trouve la mort à la suite d'une overdose d'héroïne. Il est accueilli par une grand-mère qu'il connaît peu en Californie du sud. Celle-ci est à la tête d'une fratrie baignant dans la criminalité. Pour survivre, le jeune homme va devoir prouver sa loyauté au clan... Aussi bien à ses oncles qu'à la matriarche qui gouverne ses \"garçons\" avec un amour débordant et limite incestueux."
"Animal Kingdom S04E05 FRENCH HDTV";"68";"4";"383.09MB";"29/11/2019";"Séries";"VF";"Josh dit \"J\" n'a que 17 ans lorsque sa mère trouve la mort à la suite d'une overdose d'héroïne. Il est accueilli par une grand-mère qu'il connaît peu en Californie du sud. Celle-ci est à la tête d'une fratrie baignant dans la criminalité. Pour survivre, le jeune homme va devoir prouver sa loyauté au clan... Aussi bien à ses oncles qu'à la matriarche qui gouverne ses \"garçons\" avec un amour débordant et limite incestueux."
"Servant S01E03 FRENCH HDTV";"102";"1";"230.52MB";"29/11/2019";"Séries";"VF";"Après avoir perdu son bébé, un couple utilise une poupée à des fins thérapeutiques. Les choses virent cependant à l’étrange quand la mère engage une nourrice pour s’occuper de la poupée, et que les membres de la famille semblent en savoir plus sur la tragédie qu’ils ne le laissent savoir…"
"Servant S01E02 FRENCH HDTV";"62";"0";"234.65MB";"29/11/2019";"Séries";"VF";"Après avoir perdu son bébé, un couple utilise une poupée à des fins thérapeutiques. Les choses virent cependant à l’étrange quand la mère engage une nourrice pour s’occuper de la poupée, et que les membres de la famille semblent en savoir plus sur la tragédie qu’ils ne le laissent savoir…"
"Servant S01E01 FRENCH HDTV";"105";"0";"251.16MB";"29/11/2019";"Séries";"VF";"Après avoir perdu son bébé, un couple utilise une poupée à des fins thérapeutiques. Les choses virent cependant à l’étrange quand la mère engage une nourrice pour s’occuper de la poupée, et que les membres de la famille semblent en savoir plus sur la tragédie qu’ils ne le laissent savoir…"
"See S01E07 FRENCH HDTV";"834";"43";"515.21MB";"29/11/2019";"Séries";"VF";"Dans un futur lointain, alors que la race humaine a perdu le sens de la vue, la société a dû trouver d'autres façons d'intéragir, de chasser, de construire et tout simplement de survivre. Cet équilibre est bousculé le jour où des jumeaux naissent avec la capacité de voir. Baba Voss, le patriarche, doit alors protéger son clan contre une reine puissante qui veut les détruire, persuadée qu'il s'agit de sorcellerie."
"Unité 42 Saison 1 FRENCH HDTV";"122";"10";"3.19GB";"29/11/2019";"Séries";"VF";NA
"Merry Happy Whatever Saison 1 FRENCH HDTV";"41";"7";"1.78GB";"29/11/2019";"Séries";"VF";"Don Quinn est le patriarche d'une famille compliquée. Alors qu'il doit gérer le stress familial inhérent au moment de Noël, sa plus jeune fille décide de présenter son nouveau petit ami..."
"The Code S01E02 FRENCH HDTV";"211";"9";"331.99MB";"29/11/2019";"Séries";"VF";"Les cerveaux les plus brillants de l’Armée américaine font face au quotidien aux défis les plus difficiles, à l'intérieur de la salle d’audience comme à l’extérieur."
"The Code S01E01 FRENCH HDTV";"276";"9";"392.85MB";"29/11/2019";"Séries";"VF";"Les cerveaux les plus brillants de l’Armée américaine font face au quotidien aux défis les plus difficiles, à l'intérieur de la salle d’audience comme à l’extérieur."
"Blindspot S04E14 FRENCH HDTV";"217";"14";"330.34MB";"29/11/2019";"Séries";"VF";"Une jeune femme amnésique est retrouvée totalement nue en plein milieu de Times Square à New York, recouverte de tatouages mystérieux, fraîchement réalisés. Un agent du FBI, chargé de l'enquête, suit les indices dispersés sur son corps, qui révèlent bientôt une conspiration de grande ampleur..."
"Mr. Inbetween S01E06 VOSTFR HDTV";"24";"8";"218.39MB";"29/11/2019";"Séries";"VOSTFR";"Bien occupé avec son business de collecte des dettes et le trafic de drogue et d'armes, Ray Shoesmith doit en plus jongler entre ses rôles d'ex-mari, de père, de petit ami et de meilleur ami."
"Mr. Inbetween S01E05 VOSTFR HDTV";"17";"0";"215.97MB";"29/11/2019";"Séries";"VOSTFR";"Bien occupé avec son business de collecte des dettes et le trafic de drogue et d'armes, Ray Shoesmith doit en plus jongler entre ses rôles d'ex-mari, de père, de petit ami et de meilleur ami."
"Shameless (US) S10E03 VOSTFR HDTV";"216";"9";"512.19MB";"29/11/2019";"Séries";"VOSTFR";"Pour les enfants Gallagher, la vie est tout sauf un long fleuve tranquille... Fiona, l'aînée, âgée de 20 ans, élève du mieux possible sa soeur et ses quatre frères. Leur mère, Monica, les a abandonnés pour refaire sa vie avec une femme. Quant à leur père, Frank, paumé, chômeur et alcoolique, il dilapide l'argent des allocations familiales... Remake de la série anglaise du même nom : Shameless."
"Shameless (US) S10E02 PROPER VOSTFR HDTV";"125";"13";"493.07MB";"29/11/2019";"Séries";"VOSTFR";"Pour les enfants Gallagher, la vie est tout sauf un long fleuve tranquille... Fiona, l'aînée, âgée de 20 ans, élève du mieux possible sa soeur et ses quatre frères. Leur mère, Monica, les a abandonnés pour refaire sa vie avec une femme. Quant à leur père, Frank, paumé, chômeur et alcoolique, il dilapide l'argent des allocations familiales... Remake de la série anglaise du même nom : Shameless."
"The Good Doctor S03E09 VOSTFR HDTV";"133";"0";"328.55MB";"29/11/2019";"Séries";"VOSTFR";"Atteint du syndrome d'Asperger ainsi que de celui du savant, le chirurgien Shaun Murphy, fraîchement diplômé, rejoint un prestigieux hôpital de San José. Livré à lui-même, il éprouve des difficultés à s'intégrer à l'équipe. Mais en mettant son incroyable don au service de ses patients, ce jeune prodige suscite vite de l'admiration chez certains de ses pairs. D'autres, en revanche, n'attendent qu'une erreur de sa part pour le mettre hors course."
"The Mandalorian S01E04 VOSTFR HDTV";"141";"1";"262.37MB";"29/11/2019";"Séries";"VOSTFR";"Après les aventures de Jango et Boba Fett, un nouveau guerrier émerge dans l'univers Star Wars. Le Mandalorien se déroule après la chute de l'Empire et juste avant l'émergence de Premier Ordre et raconte les voyages dans les contrées les plus éloignées de la Galaxie d'un tireur solitaire loin de l’autorité de la Nouvelle République. "
"Les Simpson S31E08 VOSTFR HDTV";"27";"3";"197.25MB";"29/11/2019";"Séries";"VOSTFR";"Les Simpson, famille américaine moyenne, vivent à Springfield. Homer, le père, a deux passions : regarder la télé et boire des bières. Mais son quotidien est rarement reposant, entre son fils Bart qui fait toutes les bêtises possibles, sa fille Lisa qui est une surdouée, ou encore sa femme Marge qui ne supporte pas de le voir se soûler à longueur de journée."
"Chicago Med S05E09 VOSTFR HDTV";"38";"0";"306.47MB";"29/11/2019";"Séries";"VOSTFR";"Le quotidien mouvementé du personnel d'un des plus importants hôpitaux de Chicago. Leur mission : sauver des vies, en se confrontant aux cas médicaux les plus critiques. Seuls leur courage et leur compassion leur permet au quotidien de faire face aux challenges parfois insurmontables de la médecine, ainsi qu'aux dilemmes éthiques propres à leur noble discipline."
"The Purge / American Nightmare S02E07 VOSTFR HDTV";"30";"5";"347.58MB";"29/11/2019";"Séries";"VOSTFR";"La population se prépare à la nuit cauchemardesque instituée par le gouvernement pour faire face à la criminalité. Durant une période de 12 heures, une fois par an, les citoyens peuvent se livrer à tous les crimes, même au meurtre, sans craindre une intervention de la police ou une quelconque poursuite. Bourreau ou victime ? Chacun doit faire son choix..."
"NCIS : Nouvelle-Orléans S06E09 VOSTFR HDTV";"20";"5";"373.49MB";"29/11/2019";"Séries";"VOSTFR";"Les enquêtes du NCIS dans la Big Easy, une ville de la Nouvelle-Orléans connue pour sa musique, le divertissement et la décadence. Menée par Dwayne Pride, dit \"le King\", l’équipe se compose de Christopher LaSalle, un agent spécial qui travaille très dur, mais aussi de la charismatique Meredith Brody, transférée depuis peu, et à la recherche d’un nouveau départ. Pour les aider, le Dr Loretta Wade, aussi excentrique qu’intelligente, intervient en tant que médecin légiste. Cette ville haute en couleurs, abrite également un côté sombre …"
"Servant S01E03 VOSTFR HDTV";"28";"0";"207.42MB";"29/11/2019";"Séries";"VOSTFR";"Après avoir perdu son bébé, un couple utilise une poupée à des fins thérapeutiques. Les choses virent cependant à l’étrange quand la mère engage une nourrice pour s’occuper de la poupée, et que les membres de la famille semblent en savoir plus sur la tragédie qu’ils ne le laissent savoir…"
"Servant S01E02 VOSTFR HDTV";"21";"0";"210.15MB";"29/11/2019";"Séries";"VOSTFR";"Après avoir perdu son bébé, un couple utilise une poupée à des fins thérapeutiques. Les choses virent cependant à l’étrange quand la mère engage une nourrice pour s’occuper de la poupée, et que les membres de la famille semblent en savoir plus sur la tragédie qu’ils ne le laissent savoir…"
"Servant S01E01 VOSTFR HDTV";"28";"0";"222.65MB";"29/11/2019";"Séries";"VOSTFR";"Après avoir perdu son bébé, un couple utilise une poupée à des fins thérapeutiques. Les choses virent cependant à l’étrange quand la mère engage une nourrice pour s’occuper de la poupée, et que les membres de la famille semblent en savoir plus sur la tragédie qu’ils ne le laissent savoir…"
"Chicago PD S07E09 VOSTFR HDTV";"63";"0";"356.36MB";"29/11/2019";"Séries";"VOSTFR";"Des officiers en uniforme qui patrouillent et combattent le crime dans la rue, aux membres de l'unité des renseignements affectés à des affaires majeures (crime organisé, trafic de drogue, homicides...), toutes les recrues du poste de police du district 21 de Chicago risquent quotidiennement leurs vies. Ces énormes responsabilités dépassent souvent le simple cadre professionnel et entâchent la sphère privée de ces hommes et de ces femmes d'exception."
"Madam Secretary S06E08 VOSTFR HDTV";"41";"10";"330.01MB";"29/11/2019";"Séries";"VOSTFR";"La vie publique et privée d'une femme Secrétaire d'État, chargée de gérer la diplomatie internationale en naviguant entre la bureaucratie et sa famille compliquée..."
"Black Lightning S03E07 VOSTFR HDTV";"51";"1";"318.81MB";"29/11/2019";"Séries";"VOSTFR";"Jefferson Pierce, un super-héros qui a raccroché son costume depuis plusieurs années, se voit dans l'obligation de ré-endosser son identité secrète lorsque sa fille et un de ses élèves se retrouvent en danger. Il redevient Black Lightning, un méta-humain qui contrôle les champs électro-magnétiques..."
"Seal Team S03E04 VOSTFR HDTV";"114";"8";"333.35MB";"29/11/2019";"Séries";"VOSTFR";"Le quotidien professionnel et personnel des membres de la plus haute unité d'élite des Navy SEALs, qui s’entraînent, planifient et exécutent les missions les plus dangereuses à la demande du gouvernement américain."
"See S01E07 VOSTFR HDTV";"148";"11";"425.16MB";"29/11/2019";"Séries";"VOSTFR";"Dans un futur lointain, alors que la race humaine a perdu le sens de la vue, la société a dû trouver d'autres façons d'intéragir, de chasser, de construire et tout simplement de survivre. Cet équilibre est bousculé le jour où des jumeaux naissent avec la capacité de voir. Baba Voss, le patriarche, doit alors protéger son clan contre une reine puissante qui veut les détruire, persuadée qu'il s'agit de sorcellerie."
"Arrow S08E06 VOSTFR HDTV";"86";"11";"321.64MB";"29/11/2019";"Séries";"VOSTFR";"Les nouvelles aventures de Green Arrow/Oliver Queen, combattant ultra efficace issu de l'univers de DC Comics et surtout archer au talent fou, qui appartient notamment à la Justice League. Disparu en mer avec son père et sa petite amie, il est retrouvé vivant 5 ans plus tard sur une île près des côtes Chinoises. Mais il a changé : il est fort, courageux et déterminé à débarrasser Starling City de ses malfrats..."
"Engrenages Saison 7 FRENCH HDTV";"24";"6";"5.07GB";"29/11/2019";"Séries";"VF";"La mécanique implacable de la Justice à travers les enquêtes croisées d'un procureur, une capitaine de police, un juge et une avocate."
"Engrenages Saison 6 FRENCH HDTV";"28";"11";"6.26GB";"29/11/2019";"Séries";"VF";"La mécanique implacable de la Justice à travers les enquêtes croisées d'un procureur, une capitaine de police, un juge et une avocate."
"Engrenages Saison 5 FRENCH HDTV";"22";"12";"6.46GB";"29/11/2019";"Séries";"VF";"La mécanique implacable de la Justice à travers les enquêtes croisées d'un procureur, une capitaine de police, un juge et une avocate."
"Engrenages Saison 4 FRENCH HDTV";"20";"12";"6.25GB";"29/11/2019";"Séries";"VF";"La mécanique implacable de la Justice à travers les enquêtes croisées d'un procureur, une capitaine de police, un juge et une avocate."
"Engrenages Saison 3 FRENCH HDTV";"9";"10";"6.46GB";"29/11/2019";"Séries";"VF";"La mécanique implacable de la Justice à travers les enquêtes croisées d'un procureur, une capitaine de police, un juge et une avocate."
"Engrenages Saison 2 FRENCH HDTV";"4";"14";"4.29GB";"29/11/2019";"Séries";"VF";"La mécanique implacable de la Justice à travers les enquêtes croisées d'un procureur, une capitaine de police, un juge et une avocate."
"Engrenages Saison 1 FRENCH HDTV";"41";"18";"2.73GB";"29/11/2019";"Séries";"VF";"La mécanique implacable de la Justice à travers les enquêtes croisées d'un procureur, une capitaine de police, un juge et une avocate."
"The Last Man on Earth Saison 4 FRENCH HDTV";"43";"1";"3.04GB";"29/11/2019";"Séries";"VF";"En 2020, la race humaine a été exterminée à la suite d'une incroyable pandémie. Après avoir parcouru le pays de long en large, Phil Miller doit se rendre à l'évidence : il est le dernier homme sur Terre. Il y a certes des avantages à se retrouver seul. Décorer sa maison d'oeuvres d'art inestimables, emménager dans une somptueuse propriété, se balader en caleçon tous les jours... Mais Phil est triste, et surtout très seul. Il garde pourtant l'espoir que quelque part subsiste un autre survivant. Et que peut être un jour, ils se rencontreront. Avec un peu de chance, ce survivant pourrait être une survivante. S'entendront-ils ' Comment vivront-ils dans un monde dépeuplé, sans aucune aide ' Devront-ils assurer la survie de l'espèce '"
"The Last Man on Earth Saison 4 VOSTFR HDTV";"7";"7";"3.07GB";"29/11/2019";"Séries";"VOSTFR";"En 2020, la race humaine a été exterminée à la suite d'une incroyable pandémie. Après avoir parcouru le pays de long en large, Phil Miller doit se rendre à l'évidence : il est le dernier homme sur Terre. Il y a certes des avantages à se retrouver seul. Décorer sa maison d'oeuvres d'art inestimables, emménager dans une somptueuse propriété, se balader en caleçon tous les jours... Mais Phil est triste, et surtout très seul. Il garde pourtant l'espoir que quelque part subsiste un autre survivant. Et que peut être un jour, ils se rencontreront. Avec un peu de chance, ce survivant pourrait être une survivante. S'entendront-ils ' Comment vivront-ils dans un monde dépeuplé, sans aucune aide ' Devront-ils assurer la survie de l'espèce '"
